Date,PM,LMT,MCD,MMM,AAPL,MSFT,TXN,CSCO
2016-07-18,67.42178344726562,211.12408447265625,106.96003723144531,138.68846130371094,22.71414566040039,50.98691940307617,53.5163459777832,24.52372169494629
2016-07-25,67.70541381835938,207.36618041992188,98.11202239990234,137.0897674560547,23.99190902709961,51.0860595703125,56.99747848510742,24.379980087280273
2016-08-01,66.8072509765625,213.56919860839844,99.41295623779297,137.2511444091797,24.744747161865234,52.239723205566406,57.63163375854492,24.787246704101562
2016-08-08,66.85456848144531,216.736328125,99.6714859008789,138.55787658691406,25.040828704833984,52.221710205078125,57.3769645690918,24.6514949798584
2016-08-15,67.48257446289062,208.5066680908203,95.91046142578125,138.05047607421875,25.313961029052734,51.93327331542969,57.7302131652832,24.371992111206055
2016-08-22,66.92206573486328,200.56417846679688,95.43511962890625,138.7560272216797,24.753795623779297,52.62880325317383,57.30299377441406,25.0347957611084
2016-08-29,68.7251205444336,199.64524841308594,96.59429931640625,139.83877563476562,24.936660766601562,52.30231857299805,57.24550247192383,25.41810417175293
2016-09-05,65.86860656738281,196.55844116210938,96.29444885253906,135.8402862548828,23.871883392333984,50.978206634521484,54.772640228271484,24.635515213012695
2016-09-12,66.74649810791016,196.15365600585938,96.88273620605469,135.3917236328125,26.600955963134766,51.92140579223633,56.98261260986328,24.627532958984375
2016-09-19,68.56303405761719,203.0845489501953,98.47109985351562,137.19375610351562,26.08939552307129,52.08466720581055,56.670433044433594,25.026809692382812
2016-09-26,65.65249633789062,198.02886962890625,96.94996643066406,136.29656982421875,26.16809844970703,52.23883056640625,57.65628433227539,25.330263137817383
2016-10-03,65.51322174072266,192.91542053222656,95.34477233886719,132.50694274902344,26.401887893676758,52.42021179199219,58.22315216064453,25.13062858581543
2016-10-10,65.38358306884766,192.1224365234375,95.88263702392578,131.7335662841797,27.22824478149414,52.07558059692383,56.26785659790039,24.29966163635254
2016-10-17,65.71109008789062,190.42893981933594,95.74818420410156,131.0916290283203,26.98982810974121,54.107093811035156,57.483760833740234,24.275510787963867
2016-10-24,65.71109008789062,204.86886596679688,94.2102279663086,128.20684814453125,26.323192596435547,54.29754638671875,58.16565704345703,24.62977409362793
2016-10-31,65.151611328125,195.18714904785156,93.31938171386719,128.75595092773438,25.193593978881836,53.24551773071289,55.53668975830078,24.307720184326172
2016-11-07,60.689453125,214.0962677001953,95.99187469482422,135.40721130371094,25.227554321289062,53.52665328979492,57.805030822753906,25.2497501373291
2016-11-14,60.78496170043945,217.33447265625,100.84947204589844,133.76760864257812,25.606796264648438,54.73287582397461,60.08080291748047,24.29966163635254
2016-11-21,60.92142868041992,219.67236328125,101.40414428710938,135.03773498535156,26.009294509887695,55.2669677734375,61.59525680541992,24.227201461791992
2016-11-28,60.095882415771484,221.0766143798828,99.37034606933594,134.21266174316406,25.569570541381836,54.0982780456543,58.525001525878906,23.550865173339844
2016-12-05,61.56959533691406,215.8710479736328,102.70087432861328,138.9295196533203,26.511844635009766,56.58176803588867,59.57600784301758,24.20304298400879
2016-12-12,62.299652099609375,208.0107421875,104.37781524658203,138.1200408935547,26.981828689575195,56.88307189941406,60.32078170776367,24.62977409362793
2016-12-19,62.483882904052734,207.6031494140625,104.29314422607422,139.13194274902344,27.10978889465332,57.74135208129883,61.553863525390625,24.581472396850586
2016-12-26,63.140445709228516,207.89425659179688,103.09046173095703,138.99180603027344,26.94692611694336,56.73698043823242,60.38699722290039,24.331871032714844
2017-01-02,63.381980895996094,214.47366333007812,102.27738952636719,138.72715759277344,27.433189392089844,57.37611770629883,61.363529205322266,24.33991813659668
2017-01-09,62.3881950378418,211.71212768554688,102.90413665771484,138.0733184814453,27.69610023498535,57.248294830322266,62.06695556640625,24.41898536682129
2017-01-16,65.26604461669922,214.37384033203125,103.54782104492188,138.9295196533203,27.919456481933594,57.284820556640625,61.86006164550781,24.44335174560547
2017-01-23,66.47380065917969,210.8554229736328,104.05599212646484,138.14337158203125,28.373140335083008,60.06048583984375,64.57444763183594,25.157974243164062
2017-01-30,69.77955627441406,211.6538848876953,105.22479248046875,136.2441864013672,30.032028198242188,58.14308166503906,63.710208892822266,25.434072494506836
2017-02-06,70.82853698730469,216.7194366455078,106.56295013427734,139.32650756835938,30.739320755004883,58.43525695800781,62.59423065185547,25.588369369506836
2017-02-13,71.5394058227539,220.7120361328125,108.23992156982422,142.40101623535156,31.71381187438965,59.00135040283203,63.66022491455078,27.399282455444336
2017-02-20,74.34130859375,221.25262451171875,108.95980072021484,146.82252502441406,31.933456420898438,59.35904312133789,64.32645416259766,27.87028694152832
2017-02-27,76.05976104736328,222.71658325195312,108.32460021972656,148.31101989746094,32.662506103515625,59.019168853759766,64.84281158447266,27.84592628479004
2017-03-06,76.28752136230469,225.0046844482422,109.19017791748047,149.79953002929688,32.51295471191406,59.64380645751953,66.8998794555664,27.821557998657227
2017-03-13,77.98524475097656,227.7852020263672,109.7532730102539,150.7004852294922,32.71158218383789,59.58869171142578,68.45724487304688,27.797204971313477
2017-03-20,77.15018463134766,223.9661407470703,110.35050201416016,150.03456115722656,32.863468170166016,59.68973159790039,67.11640930175781,27.675397872924805
2017-03-27,78.63353729248047,224.11688232421875,110.58086395263672,149.89356994628906,33.56915283203125,60.49809265136719,67.09142303466797,27.44801139831543
2017-04-03,79.12106323242188,226.31954956054688,110.87948608398438,148.84376525878906,33.494380950927734,60.332763671875,67.06644439697266,26.765872955322266
2017-04-10,78.7449722290039,224.45188903808594,111.56199645996094,147.79396057128906,32.95927047729492,59.66218185424805,64.82616424560547,26.55669403076172
2017-04-17,76.34905242919922,228.71481323242188,113.82293701171875,150.02671813964844,33.244354248046875,60.99413299560547,66.46682739257812,26.884361267089844
2017-04-24,77.1987533569336,225.66624450683594,119.38570404052734,153.41897583007812,33.56681442260742,62.88641357421875,65.94214630126953,27.908292770385742
2017-05-01,78.18080139160156,228.66458129882812,122.82401275634766,156.21583557128906,34.8076171875,63.382469177246094,66.72826385498047,28.170421600341797
2017-05-08,77.8046875,227.18222045898438,124.0184555053711,153.99871826171875,36.476016998291016,62.812931060791016,67.61650085449219,27.400423049926758
2017-05-15,79.9150619506836,228.4635467529297,126.39884185791016,153.39547729492188,35.91328430175781,62.17909622192383,67.28970336914062,25.565536499023438
2017-05-22,83.46019744873047,237.558837890625,127.85777282714844,158.1497039794922,36.042335510253906,64.6326675415039,67.97682189941406,25.803081512451172
2017-05-29,84.8253173828125,235.97605895996094,131.16812133789062,162.90199279785156,36.474063873291016,66.29560852050781,68.40420532226562,26.196279525756836
2017-06-05,83.66217803955078,233.48756408691406,130.0501251220703,163.08326721191406,34.95597457885742,64.96525573730469,67.79251098632812,25.696603775024414
2017-06-12,84.8601303100586,236.9519500732422,130.4879913330078,168.05624389648438,33.38157272338867,64.66960144042969,66.78689575195312,25.909570693969727
2017-06-19,83.27214813232422,236.55581665039062,132.76304626464844,167.78829956054688,34.322471618652344,65.78746795654297,66.68635559082031,26.286380767822266
2017-06-26,82.5052490234375,234.0017547607422,131.49240112304688,164.07630920410156,33.79219055175781,63.68107986450195,64.46571350097656,25.639257431030273
2017-07-03,82.82136535644531,240.3995361328125,134.1624755859375,165.17967224121094,33.82971954345703,64.17073059082031,65.76457977294922,25.311601638793945
2017-07-10,83.68539428710938,242.86927795410156,133.31253051757812,166.89773559570312,34.97005081176758,67.23792266845703,68.7142562866211,25.978012084960938
2017-07-17,84.00149536132812,243.70379638671875,132.1449737548828,166.4169921875,35.2586555480957,68.1709976196289,68.46285247802734,26.325267791748047
2017-07-24,83.24984741210938,244.79112243652344,133.80191040039062,157.40097045898438,35.07797622680664,67.4781265258789,67.63327026367188,26.06069564819336
2017-07-31,80.61558532714844,250.3458709716797,132.05908203125,163.6506805419922,36.69462203979492,67.14552307128906,68.65252685546875,26.29219627380371
2017-08-07,80.69987487792969,256.0354919433594,135.04673767089844,162.33460998535156,36.95037078857422,66.979248046875,68.197265625,26.019357681274414
2017-08-14,81.01600646972656,252.20045471191406,135.441650390625,160.4036865234375,37.10019302368164,66.97000122070312,67.42163848876953,25.109874725341797
2017-08-21,80.64368438720703,255.2347869873047,136.35171508789062,159.3003692626953,37.65609359741211,67.63331604003906,68.27314758300781,25.994550704956055
2017-08-28,82.77217102050781,254.72068786621094,137.20164489746094,161.35008239746094,38.643096923828125,68.67354583740234,69.58834838867188,26.705595016479492
2017-09-04,82.23126220703125,256.8360900878906,137.9292755126953,163.03842163085938,37.366363525390625,68.7106704711914,68.6103744506836,26.02762222290039
2017-09-11,81.33914184570312,256.327392578125,135.51980590820312,169.1100616455078,37.66081237792969,69.9459457397461,71.52745819091797,26.821346282958984
2017-09-18,79.03502655029297,261.61834716796875,137.23843383789062,167.05709838867188,35.778717041015625,69.11006164550781,74.41923522949219,27.59026336669922
2017-09-25,77.9813232421875,263.10223388671875,135.3125457763672,166.37545776367188,36.30400848388672,69.18436431884766,75.57427978515625,27.80524253845215
2017-10-02,78.90949249267578,268.3338928222656,137.8343048095703,171.62274169921875,36.58196258544922,70.5868148803711,77.01593017578125,27.904447555541992
2017-10-09,80.83846282958984,270.818359375,142.81739807128906,172.5738983154297,36.98005294799805,71.97068786621094,78.90447235107422,27.912076950073242
2017-10-16,77.66845703125,271.3356018066406,143.6205596923828,175.4274139404297,36.80573654174805,73.1966552734375,80.24498748779297,28.56255531311035
2017-10-23,75.12962341308594,261.160400390625,142.834716796875,186.06463623046875,38.40753173828125,77.84052276611328,82.20094299316406,28.712677001953125
2017-10-30,72.80355072021484,262.84783935546875,145.6500701904297,184.06719970703125,40.6335563659668,78.14702606201172,82.60562896728516,28.74602699279785
2017-11-06,73.05885314941406,263.8484802246094,143.0073699951172,180.28631591796875,41.14470291137695,77.89624786376953,82.2518539428711,28.345739364624023
2017-11-13,72.78935241699219,262.60205078125,143.98330688476562,181.80023193359375,40.22406005859375,76.53096771240234,82.93062591552734,29.938573837280273
2017-11-20,73.17230987548828,267.7912902832031,146.0473175048828,183.40139770507812,41.3635368347168,77.71807861328125,84.2542724609375,30.43059539794922
2017-11-27,73.54817962646484,265.88348388671875,149.29457092285156,192.1097869873047,40.43682861328125,78.65149688720703,82.45547485351562,31.35626983642578
2017-12-04,75.59059143066406,269.4970703125,150.42784118652344,189.70391845703125,40.039669036865234,78.55817413330078,83.16819763183594,31.36461067199707
2017-12-11,77.78194427490234,275.4442138671875,151.2184295654297,189.60037231445312,41.12712478637695,81.06907653808594,85.88335418701172,31.848299026489258
2017-12-18,74.21479034423828,271.35711669921875,148.92489624023438,186.99534606933594,41.372982025146484,79.81831359863281,88.35242462158203,32.14851379394531
2017-12-25,75.67284393310547,273.9339599609375,149.53297424316406,187.5051727294922,40.00657272338867,79.84629821777344,88.61544799804688,31.940017700195312
2018-01-01,74.7059097290039,281.2974853515625,151.2097625732422,191.6477508544922,41.3706169128418,82.3199234008789,92.58636474609375,32.96578598022461
2018-01-08,74.84915924072266,286.9032287597656,150.79273986816406,194.75462341308594,41.86469650268555,83.63606262207031,95.64089965820312,34.33749008178711
2018-01-15,78.01502227783203,283.2769775390625,153.00814819335938,197.71017456054688,42.18857955932617,84.00943756103516,99.12813568115234,34.69034957885742
2018-01-22,78.9246826171875,294.28375244140625,154.9541778564453,206.0350341796875,40.54555892944336,87.79918670654297,96.46392822265625,35.75735855102539
2018-01-29,74.08992004394531,300.9049987792969,147.15261840820312,195.31224060058594,37.94277572631836,85.67098236083984,91.34756469726562,34.38789749145508
2018-02-05,71.58300018310547,291.3145751953125,139.6985321044922,179.41134643554688,36.975887298583984,82.31057739257812,85.7358169555664,33.211669921875
2018-02-12,74.71305847167969,307.6200866699219,137.08352661132812,188.54083251953125,40.929256439208984,85.87630462646484,89.13147735595703,37.244449615478516
2018-02-19,76.00234985351562,306.0500183105469,141.66195678710938,189.93299865722656,41.65797805786133,88.21162414550781,91.32415771484375,36.967193603515625
2018-02-26,76.50371551513672,291.57049560546875,128.81280517578125,184.60414123535156,41.826507568359375,87.26441955566406,92.33086395263672,37.017608642578125
2018-03-05,77.57093048095703,292.1523132324219,137.46994018554688,193.40284729003906,42.72138214111328,90.53743743896484,95.15489959716797,38.11821365356445
2018-03-12,74.104248046875,284.3528137207031,141.94615173339844,190.09329223632812,42.25614929199219,88.7180404663086,93.8239517211914,37.81576156616211
2018-03-19,68.49591064453125,288.5657653808594,135.49404907226562,172.5760498046875,39.15137481689453,81.7593994140625,86.47810363769531,35.63972854614258
2018-03-26,71.96417999267578,289.9557800292969,136.71803283691406,175.90966796875,39.82549285888672,85.5950927734375,88.63661193847656,36.03461456298828
2018-04-02,73.13703918457031,287.1499938964844,140.97573852539062,170.08392333984375,39.96792984008789,84.6197738647461,84.85704803466797,34.2198600769043
2018-04-09,73.7379379272461,293.9629211425781,141.3953857421875,172.70428466796875,41.475196838378906,87.29255676269531,87.16065979003906,36.417457580566406
2018-04-16,61.010276794433594,302.0198059082031,138.8074951171875,174.4912567138672,39.336524963378906,89.09317779541016,85.28363800048828,37.34060287475586
2018-04-23,59.77225112915039,276.3131103515625,138.3966522216797,157.15835571289062,38.529483795166016,89.86219787597656,87.45924377441406,37.865684509277344
2018-04-30,59.272705078125,267.22650146484375,144.2804718017578,159.75469970703125,43.635257720947266,89.24324035644531,89.31916046142578,38.3653678894043
2018-05-07,58.78763961791992,278.0377197265625,144.59523010253906,164.40243530273438,44.76511764526367,91.62529754638672,93.77083587646484,38.898921966552734
2018-05-14,58.46183776855469,274.9573669433594,140.7396240234375,159.43414306640625,44.39445495605469,90.36862182617188,94.87806701660156,36.59530258178711
2018-05-21,58.16500473022461,275.25762939453125,142.68930053710938,160.58103942871094,44.93535614013672,92.64408874511719,95.75355529785156,36.63764572143555
2018-05-28,56.601200103759766,271.6796569824219,139.1484832763672,161.03282165527344,45.33090591430664,94.9328842163086,98.53448486328125,36.97641372680664
2018-06-04,57.49894714355469,278.286865234375,148.61068725585938,166.68055725097656,45.67878341674805,95.72404479980469,99.34130859375,36.823974609375
2018-06-11,59.27994918823242,267.7792053222656,146.4551239013672,165.37353515625,44.99730682373047,94.31121826171875,99.47004699707031,37.476097106933594
2018-06-18,58.0564079284668,258.4887390136719,144.77467346191406,158.53981018066406,44.06324005126953,94.57495880126953,96.45734405517578,36.58684158325195
2018-06-25,59.28127670288086,255.07839965820312,137.85926818847656,158.71726989746094,44.108516693115234,92.87955474853516,94.62915802001953,36.442867279052734
2018-07-02,60.39729309082031,258.3247985839844,140.26112365722656,159.31431579589844,44.79000473022461,95.28137969970703,96.74058532714844,36.171844482421875
2018-07-09,60.705665588378906,274.8851013183594,139.4604949951172,162.31568908691406,45.590633392333984,99.30325317382812,98.8263168334961,35.65999984741211
2018-07-16,61.90245819091797,278.4941101074219,138.98538208007812,162.93692016601562,45.61684799194336,100.09442138671875,98.70616149902344,35.85630798339844
2018-07-23,62.7541618347168,279.82379150390625,138.55429077148438,167.35025024414062,45.50723648071289,101.4224624633789,96.64619445800781,36.33427810668945
2018-07-30,63.760040283203125,276.7673645019531,137.43695068359375,167.24534606933594,49.560420989990234,101.76158905029297,96.85218048095703,36.55620193481445
2018-08-06,60.617557525634766,270.3521423339844,139.6101531982422,162.94503784179688,49.4508056640625,102.665771484375,95.0149917602539,37.36703872680664
2018-08-13,62.44578170776367,280.80816650390625,141.7832489013672,165.212158203125,52.02738952636719,101.32830047607422,94.6266098022461,39.15088653564453
2018-08-20,58.510337829589844,277.40625,140.22596740722656,165.6317138671875,51.68782424926758,102.49356079101562,98.0788803100586,39.534969329833984
2018-08-27,57.188724517822266,276.6465148925781,142.7334442138672,171.3147735595703,54.430519104003906,106.20941925048828,97.00868225097656,40.7725715637207
2018-09-03,57.71002960205078,285.4310607910156,145.1029510498047,172.65492248535156,52.916900634765625,102.31391143798828,93.60818481445312,40.15803527832031
2018-09-10,58.24602508544922,291.7473449707031,142.39395141601562,168.84556579589844,53.524253845214844,107.19274139404297,90.93270111083984,40.45677185058594
2018-09-17,61.49129867553711,293.36334228515625,146.34243774414062,175.70889282226562,52.0465087890625,108.03425598144531,94.98046112060547,41.446861267089844
2018-09-24,59.868656158447266,300.57452392578125,148.1041717529297,171.1442108154297,53.97858428955078,108.13826751708984,92.5984115600586,41.52367401123047
2018-10-01,62.623050689697266,301.6605224609375,147.4667510986328,173.15850830078125,53.631866455078125,106.02030944824219,89.13750457763672,41.0798454284668
2018-10-08,61.2901611328125,284.6405029296875,145.0321807861328,161.00758361816406,53.11058807373047,103.59980010986328,87.24738311767578,39.27809524536133
2018-10-15,66.14512634277344,285.0921936035156,148.28128051757812,162.3234405517578,52.44105911254883,102.73939514160156,84.80492401123047,38.96015548706055
2018-10-22,66.27169799804688,265.03131103515625,153.46034240722656,150.2212371826172,51.7213020324707,101.13202667236328,78.15931701660156,38.023536682128906
2018-10-29,66.0855484008789,260.0182189941406,156.479248046875,156.60531616210938,49.61228942871094,100.37559509277344,82.0431137084961,39.080467224121094
2018-11-05,66.4057388305664,272.04266357421875,164.61529541015625,163.3386993408203,48.89253616333008,103.59980010986328,83.65499877929688,40.481109619140625
2018-11-12,64.28356170654297,261.72119140625,166.0760498046875,169.75523376464844,46.43804931640625,102.38956451416016,85.17835235595703,39.82804489135742
2018-11-19,62.585819244384766,256.6299133300781,161.065185546875,159.84608459472656,41.34144973754883,97.87496185302734,82.78446960449219,38.272735595703125
2018-11-26,64.4324722290039,261.0174560546875,166.89053344726562,170.0313262939453,42.85075759887695,105.30083465576172,86.91936492919922,41.1341667175293
2018-12-03,62.965579986572266,249.77622985839844,162.97598266601562,162.11529541015625,40.429630279541016,99.53677368164062,80.41673278808594,39.90538024902344
2018-12-10,61.43165969848633,251.78915405273438,163.26991271972656,160.3652801513672,39.70737838745117,100.68578338623047,82.0532455444336,39.372623443603516
2018-12-17,49.30168914794922,224.52725219726562,155.12820434570312,150.26577758789062,36.16806411743164,93.2789535522461,78.70185089111328,35.961246490478516
2018-12-24,50.862342834472656,228.64939880371094,156.38426208496094,154.8616943359375,37.48780822753906,95.3300552368164,81.66153717041016,36.751800537109375
2018-12-31,52.586238861083984,231.95758056640625,158.80715942382812,156.45632934570312,35.57538986206055,96.79243469238281,80.86939239501953,36.88069152832031
2019-01-07,52.54842758178711,243.06361389160156,162.450439453125,157.18417358398438,36.542396545410156,97.61859893798828,85.82251739501953,37.65983963012695
2019-01-14,55.792076110839844,247.56201171875,162.62855529785156,160.1689910888672,37.629390716552734,102.2811050415039,86.54503631591797,38.99338150024414
2019-01-21,54.99060821533203,251.2114715576172,163.90234375,160.20169067382812,37.85493850708008,101.76831817626953,90.88883209228516,39.945919036865234
2019-01-28,57.258888244628906,254.30960083007812,157.4175567626953,162.86767578125,39.95692825317383,97.5995864868164,88.78221130371094,40.993709564208984
2019-02-04,60.47229766845703,263.8665771484375,155.66275024414062,163.40740966796875,40.89034652709961,100.34392547607422,91.70745849609375,40.86382293701172
2019-02-11,63.10349655151367,268.88140869140625,160.31256103515625,170.80003356933594,41.06813049316406,102.76541900634766,94.3564682006836,42.803531646728516
2019-02-18,65.89347076416016,268.7939147949219,163.16305541992188,172.3843994140625,41.68262481689453,105.37678527832031,94.12841033935547,43.392364501953125
2019-02-25,66.16565704345703,270.8417663574219,164.8376922607422,170.85284423828125,42.164588928222656,107.31451416015625,93.64596557617188,44.51810073852539
2019-03-04,66.12029266357422,265.28271484375,160.91188049316406,165.418212890625,41.66817855834961,105.38814544677734,91.97936248779297,44.22367858886719
2019-03-11,68.6910171508789,261.05157470703125,166.1381378173828,171.33865356445312,44.85154342651367,110.53787994384766,97.1370849609375,46.068145751953125
2019-03-18,68.93296813964844,259.1651916503906,167.46490478515625,168.5225067138672,46.03957748413086,111.62503814697266,96.20729064941406,45.66980743408203
2019-03-25,66.83102416992188,264.58636474609375,170.23489379882812,171.09164428710938,45.77450180053711,112.47379302978516,93.04072570800781,46.752235412597656
2019-04-01,65.41856384277344,266.7196044921875,170.96099853515625,177.37437438964844,47.473419189453125,114.33341217041016,99.67208099365234,47.80867385864258
2019-04-08,65.67122650146484,272.99566650390625,171.75888061523438,179.02943420410156,47.92405319213867,115.34429168701172,102.4176025390625,49.05250930786133
2019-04-15,64.691162109375,277.0152587890625,174.72610473632812,180.231689453125,49.12656021118164,117.65213775634766,101.3211669921875,49.148372650146484
2019-04-22,64.89789581298828,289.41766357421875,176.97621154785156,157.8262176513672,49.23258972167969,123.86991119384766,102.81233215332031,48.69523239135742
2019-04-29,65.61763000488281,294.4775390625,177.0658416748047,152.51513671875,51.02790069580078,122.92579650878906,103.0404052734375,47.87609100341797
2019-05-06,64.72945404052734,300.8946838378906,179.28005981445312,144.80780029296875,47.51679992675781,121.23786926269531,99.42035675048828,46.49924087524414
2019-05-13,66.46751403808594,297.9328918457031,178.5897979736328,139.23324584960938,45.7209587097168,122.13430786132812,94.2904052734375,49.104793548583984
2019-05-20,64.8060073852539,298.6292419433594,177.28988647460938,136.76296997070312,43.29459762573242,120.83473205566406,92.76289367675781,47.37937545776367
2019-05-27,59.05586624145508,298.417724609375,177.73812866210938,132.66795349121094,42.35115432739258,118.38433837890625,92.1006851196289,45.34023666381836
2019-06-03,59.85213851928711,315.15728759765625,185.28021240234375,138.36497497558594,45.999149322509766,125.77381134033203,98.15773010253906,48.738800048828125
2019-06-10,59.10945129394531,310.6414489746094,185.10891723632812,138.43142700195312,46.625709533691406,126.77883911132812,94.7495346069336,47.71052169799805
2019-06-17,60.656105041503906,318.82135009765625,184.18016052246094,143.96237182617188,48.086830139160156,131.10528564453125,99.17313385009766,49.697364807128906
2019-06-24,61.035552978515625,322.52984619140625,187.24594116210938,143.9540557861328,47.87879943847656,128.22418212890625,101.32752227783203,47.693092346191406
2019-07-01,62.27134323120117,328.1900634765625,190.47401428222656,142.84120178222656,49.40524673461914,131.1914825439453,102.20165252685547,49.322654724121094
2019-07-08,63.64704895019531,327.7731018066406,192.05197143554688,143.9540557861328,49.180274963378906,132.9526824951172,104.47081756591797,50.81776809692383
2019-07-15,68.96326446533203,316.69207763671875,192.845458984375,143.34780883789062,49.008506774902344,130.77027893066406,103.534912109375,50.30038833618164
2019-07-22,66.82588195800781,327.781982421875,194.38735961914062,144.4855499267578,50.254356384277344,135.28819274902344,113.15908813476562,49.572540283203125
2019-07-29,65.41912841796875,321.0836486816406,193.39553833007812,141.63702392578125,49.35444641113281,131.0382843017578,107.56117248535156,46.696224212646484
2019-08-05,64.19109344482422,334.4803161621094,199.4097900390625,135.75729370117188,48.6214599609375,131.81361389160156,107.12747192382812,45.977149963378906
2019-08-12,65.99427795410156,334.471435546875,196.99327087402344,134.12123107910156,50.14418029785156,130.3013153076172,109.09041595458984,41.18037414550781
2019-08-19,63.12630844116211,334.37384033203125,193.55783081054688,130.6134033203125,49.20686340332031,128.103759765625,106.8432388305664,40.87344741821289
2019-08-26,56.03022384643555,340.779296875,196.5424041748047,135.5328826904297,50.688114166259766,132.39662170410156,109.91647338867188,41.04883575439453
2019-09-02,56.71418380737305,344.9268798828125,199.448974609375,137.39341735839844,51.78570556640625,133.5874786376953,112.88310241699219,42.82898712158203
2019-09-09,56.77638244628906,343.40997314453125,190.1849365234375,143.678955078125,53.118839263916016,131.87799072265625,115.12139129638672,43.87253189086914
2019-09-16,55.338497161865234,346.43487548828125,189.80421447753906,139.75674438476562,52.871150970458984,133.9140167236328,112.51004028320312,43.495452880859375
2019-09-23,58.393001556396484,346.0958251953125,193.22158813476562,137.88787841796875,53.135833740234375,132.27175903320312,112.92750549316406,42.82898712158203
2019-09-30,61.84626007080078,343.4903259277344,191.88909912109375,130.58827209472656,55.12460708618164,132.64633178710938,115.59214782714844,41.671451568603516
2019-10-07,61.58554458618164,340.38507080078125,189.4688262939453,132.4990997314453,57.3586311340332,134.14451599121094,115.54772186279297,41.13884353637695
2019-10-14,63.63970184326172,332.3633117675781,188.99745178222656,136.689453125,57.407196044921875,131.9644775390625,114.9881591796875,41.27138900756836
2019-10-21,64.76949310302734,330.8017883300781,176.40672302246094,139.1952362060547,59.87676239013672,135.1528778076172,107.03865814208984,41.439266204833984
2019-10-28,65.55166625976562,338.33282470703125,175.7993621826172,142.5475311279297,62.120513916015625,138.02439880371094,104.84476470947266,41.55411911010742
2019-11-04,66.02571105957031,340.7330017089844,175.50021362304688,145.112060546875,63.169532775878906,140.17562866210938,107.48758697509766,43.14453887939453
2019-11-11,66.98958587646484,351.1640625,175.82656860351562,144.04769897460938,64.72797393798828,144.02667236328125,105.59931182861328,39.84001541137695
2019-11-18,65.08552551269531,348.6567077636719,175.07421875,140.46075439453125,63.75860595703125,143.66175842285156,104.71336364746094,39.627952575683594
2019-11-25,65.52005004882812,348.9154968261719,176.28884887695312,143.5111541748047,65.09088134765625,145.87550354003906,107.57705688476562,40.03439712524414
2019-12-02,65.77286529541016,347.30889892578125,178.21226501464844,144.9481964111328,65.93358612060547,146.23208618164062,109.51008605957031,38.735557556152344
2019-12-09,66.89476013183594,346.95880126953125,179.82701110839844,142.68272399902344,67.01498413085938,148.9109649658203,113.33134460449219,40.02555847167969
2019-12-16,67.36881256103516,346.95880126953125,179.8452606201172,148.24497985839844,68.05984497070312,151.68624877929688,115.39856719970703,41.92522430419922
