PM,LMT,MCD,MMM,AAPL,MSFT,TXN,CSCO
67.0721664428711,184.47703552246094,105.04541778564453,128.7233123779297,25.638477325439453,49.54082107543945,48.04521179199219,22.339778900146484
66.69110870361328,183.71102905273438,105.55870819091797,128.39495849609375,25.652212142944336,49.54977035522461,48.08580780029297,22.355609893798828
66.92508697509766,184.0125274658203,105.78218841552734,128.86830139160156,25.1373291015625,49.80931091308594,47.8503303527832,22.078636169433594
67.25265502929688,185.09634399414062,106.66799926757812,129.4562530517578,24.595003128051758,50.53431701660156,47.866573333740234,22.308128356933594
66.37023162841797,184.5829315185547,106.6762466430664,129.53257751464844,24.464563369750977,50.471656799316406,47.43621826171875,22.41891098022461
65.60143280029297,184.64002990722656,106.41963195800781,128.99049377441406,24.514902114868164,49.755619049072266,47.9477653503418,22.505964279174805
64.45825958251953,184.2244110107422,104.13478088378906,128.77670288085938,24.249462127685547,49.925682067871094,47.793487548828125,22.347694396972656
64.79251861572266,184.84371948242188,103.89470672607422,128.77670288085938,24.18309783935547,46.34550094604492,47.647335052490234,22.276473999023438
65.20033264160156,184.41180419921875,105.51727294921875,128.56289672851562,24.045801162719727,46.640872955322266,47.92340850830078,22.339778900146484
65.00643157958984,189.1870880126953,105.7242660522461,126.88313293457031,23.878751754760742,46.04118347167969,48.23196792602539,22.51388168334961
65.02649688720703,190.40130615234375,106.2126693725586,128.08953857421875,22.384469985961914,45.59365463256836,48.65419387817383,22.664234161376953
65.07999420166016,189.64349365234375,105.89807891845703,127.5092544555664,21.70025634765625,44.662818908691406,47.9596061706543,22.126115798950195
65.5947494506836,189.36642456054688,104.71426391601562,127.79940795898438,21.450830459594727,44.63597106933594,46.61127853393555,21.75417709350586
65.88888549804688,190.06723022460938,106.12989807128906,128.53240966796875,21.427947998046875,45.29829406738281,47.27318572998047,21.65921974182129
65.86214447021484,191.2570037841797,106.29545593261719,128.2498779296875,21.780351638793945,44.555397033691406,46.742027282714844,21.255634307861328
66.03596496582031,192.32449340820312,107.06535339355469,127.63143920898438,21.553802490234375,44.63597106933594,46.11280059814453,20.92326545715332
66.30335998535156,194.0602569580078,107.02395629882812,128.09719848632812,21.466320037841797,44.69862365722656,46.2844123840332,20.74125862121582
67.06546020507812,195.78785705566406,108.10018157958984,128.95233154296875,21.34659767150879,45.101383209228516,46.742027282714844,20.994491577148438
67.1122817993164,195.83673095703125,108.30711364746094,128.66983032226562,21.362720489501953,44.81496810913086,46.50504684448242,20.97865867614746
68.11505889892578,199.12889099121094,108.944580078125,129.99838256835938,21.507753372192383,45.665260314941406,47.09341049194336,21.39016342163086
68.05487823486328,197.06723022460938,106.90805053710938,129.62420654296875,21.298255920410156,45.692115783691406,47.09341049194336,21.129016876220703
68.30890655517578,199.6015625,107.7193603515625,129.91439819335938,20.798660278320312,46.10384750366211,46.70933151245117,21.10527229309082
67.44651794433594,197.30355834960938,106.65142822265625,128.51710510253906,20.84010124206543,45.71895980834961,46.67665481567383,20.994491577148438
67.99470520019531,197.99620056152344,107.3219985961914,129.4562530517578,21.613664627075195,46.39025115966797,47.4120979309082,21.34267807006836
66.7446060180664,196.8227081298828,105.70767211914062,128.12774658203125,21.52387809753418,45.52498245239258,46.92998123168945,21.089448928833008
66.14961242675781,196.8634796142578,104.48247528076172,128.22000122070312,21.770219802856445,45.79539489746094,47.4039306640625,21.14484214782715
65.75517272949219,194.67138671875,103.72083282470703,126.90562438964844,21.687335968017578,45.3537483215332,46.76653289794922,21.81749153137207
65.54126739501953,195.6329803466797,101.46085357666016,126.82874298095703,21.922168731689453,45.624141693115234,47.82884216308594,22.134031295776367
65.70169830322266,195.18478393554688,101.66780853271484,127.67423248291016,22.20073699951172,45.09236526489258,47.992286682128906,22.110292434692383
66.07605743408203,196.36643981933594,102.61154174804688,129.61111450195312,22.539173126220703,46.49842071533203,49.10363006591797,22.529706954956055
66.21646118164062,196.2604522705078,102.04032897949219,130.65650939941406,22.935163497924805,46.97610092163086,49.389644622802734,22.88580894470215
66.1897201538086,196.83087158203125,102.47911071777344,129.82638549804688,23.117048263549805,46.768795013427734,49.65932083129883,22.869985580444336
66.30335998535156,196.99502563476562,102.03206634521484,129.8109588623047,23.103225708007812,47.15635299682617,49.863609313964844,22.88580894470215
65.96910858154297,193.82785034179688,101.0468978881836,129.37286376953125,22.990421295166016,47.76926040649414,49.5203971862793,22.98868179321289
66.45043182373047,195.3457794189453,100.97239685058594,129.65725708007812,22.668100357055664,47.634056091308594,49.90446472167969,22.869985580444336
66.3568344116211,195.14073181152344,101.0474624633789,129.1576690673828,22.497732162475586,47.30056381225586,49.651145935058594,23.012426376342773
67.60028076171875,196.03497314453125,101.19754028320312,129.4190216064453,22.543781280517578,46.678672790527344,49.46318817138672,23.051998138427734
67.06546020507812,196.42884826660156,101.73963165283203,130.72564697265625,22.707237243652344,46.98509979248047,50.08424758911133,23.02825355529785
67.15907287597656,196.5109100341797,101.6562271118164,131.36358642578125,22.79932975769043,46.95807647705078,50.30487060546875,23.004514694213867
68.00139617919922,197.23294067382812,101.83135986328125,131.755615234375,22.778608322143555,46.90400314331055,50.72980499267578,23.059911727905273
68.04149627685547,197.4709014892578,102.3984375,130.76409912109375,22.942075729370117,46.52544403076172,50.778831481933594,23.059911727905273
67.72062683105469,197.3970489501953,102.0398178100586,129.55734252929688,22.753286361694336,46.39927291870117,50.59088134765625,22.972862243652344
67.23260498046875,195.23916625976562,102.56520080566406,128.45823669433594,22.410245895385742,45.19150924682617,50.280364990234375,22.82250213623047
66.77801513671875,196.67503356933594,102.16493225097656,128.82717895507812,22.43787384033203,44.91211700439453,50.58271408081055,22.917469024658203
66.61758422851562,196.46986389160156,101.94811248779297,128.97317504882812,22.364194869995117,44.78592300415039,50.411109924316406,22.672149658203125
66.95182800292969,196.8144989013672,102.1315689086914,130.61032104492188,22.458595275878906,45.416839599609375,50.713462829589844,22.846242904663086
67.33956146240234,194.91908264160156,101.96477508544922,129.84939575195312,21.94748878479004,45.18250274658203,50.35390853881836,22.9095516204834
67.88774108886719,195.8052978515625,102.92381286621094,131.60952758789062,21.89453887939453,45.12842559814453,50.672607421875,22.790849685668945
68.10384368896484,195.73135375976562,102.26497650146484,131.71714782714844,22.081024169921875,46.137882232666016,50.697120666503906,22.767107009887695
68.22539520263672,195.419677734375,100.58879852294922,131.60952758789062,21.998144149780273,45.95762634277344,50.713462829589844,22.727540969848633
68.81291961669922,196.921142578125,101.080810546875,133.82315063476562,22.12476921081543,46.786834716796875,51.72675704956055,23.123214721679688
65.98341369628906,196.67503356933594,99.6047592163086,129.98776245117188,21.503154754638672,44.91211700439453,49.47137451171875,21.959932327270508
66.31432342529297,196.33856201171875,96.98621368408203,128.5043487548828,21.19005012512207,43.65027618408203,48.2701301574707,21.611740112304688
66.54391479492188,197.66783142089844,98.82086181640625,130.34898376464844,21.54690170288086,44.560604095458984,49.250728607177734,21.99159049987793
66.59793090820312,200.26881408691406,99.6464614868164,131.8323974609375,21.73338508605957,45.55204391479492,50.05156326293945,22.3635196685791
68.69136047363281,203.62464904785156,100.35530853271484,134.5994110107422,22.009654998779297,46.11984634399414,51.195587158203125,22.703800201416016
68.39422607421875,204.59291076660156,100.40532684326172,134.92225646972656,22.076416015625,46.1108512878418,50.75431442260742,22.790849685668945
69.0425033569336,204.72418212890625,100.70552825927734,134.9914093017578,21.869211196899414,46.11984634399414,50.05156326293945,22.623149871826172
69.12355041503906,205.1918487548828,100.59713745117188,134.6302032470703,21.993539810180664,46.309139251708984,49.89630126953125,22.934593200683594
68.73188018798828,204.9375,100.8389892578125,134.40725708007812,22.087934494018555,46.309139251708984,50.47648239135742,22.950563430786133
69.61651611328125,206.68519592285156,101.16422271728516,136.13665771484375,22.258298873901367,47.13833999633789,51.702232360839844,23.365812301635742
69.8123550415039,208.7282257080078,101.73963165283203,136.82073974609375,22.327369689941406,47.39970397949219,51.80846405029297,23.50156593322754
69.48820495605469,208.9825439453125,101.94811248779297,137.7046356201172,22.428667068481445,47.958526611328125,52.609291076660156,23.645307540893555
69.71781158447266,209.9672088623047,102.42345428466797,137.74307250976562,22.302043914794922,48.22892379760742,52.74004364013672,23.75710678100586
69.68404388427734,210.0492401123047,103.34911346435547,139.0419921875,22.744075775146484,48.436222076416016,52.96066665649414,23.765085220336914
69.98118591308594,210.8533477783203,103.08226013183594,139.42633056640625,22.74177360534668,48.40016174316406,52.99335861206055,23.813005447387695
69.55574035644531,210.2871856689453,103.24072265625,139.20339965820312,22.983509063720703,48.634498596191406,53.27119445800781,23.88487434387207
67.45555114746094,212.47789001464844,105.4923095703125,139.30335998535156,22.992727279663086,47.85036849975586,53.066898345947266,23.89285659790039
67.29348754882812,210.59898376464844,105.12537384033203,139.4416961669922,23.01343536376953,50.39204406738281,53.4836540222168,24.459836959838867
67.13819122314453,208.5230712890625,106.05938720703125,138.55006408691406,22.89141845703125,50.29290008544922,53.042396545410156,24.419910430908203
67.42179107666016,211.1240997314453,106.96002197265625,138.68846130371094,22.71414566040039,50.986915588378906,53.51634979248047,24.523719787597656
67.333984375,209.73744201660156,106.24285125732422,138.06588745117188,22.410245895385742,51.13112258911133,54.112876892089844,24.587608337402344
66.8275375366211,209.0317840576172,101.4977798461914,136.55169677734375,22.25599479675293,51.15815734863281,58.362159729003906,24.659473419189453
65.72679901123047,208.53948974609375,99.63813018798828,137.02056884765625,23.701818466186523,50.6444091796875,58.239585876464844,24.563648223876953
66.92208099365234,208.85955810546875,99.58806610107422,136.7976531982422,24.021833419799805,50.662445068359375,57.697357177734375,24.371992111206055
67.7054214477539,207.3662109375,98.11201477050781,137.08975219726562,23.991899490356445,51.0860710144043,57.303016662597656,24.379981994628906
67.63114166259766,209.097412109375,98.41223907470703,137.03594970703125,24.41551971435547,50.99592971801758,57.40980529785156,24.539688110351562
67.50956726074219,210.86973571777344,98.1537094116211,137.08975219726562,24.054058074951172,50.99592971801758,56.563621520996094,24.451852798461914
66.87480163574219,210.74667358398438,98.00360870361328,137.10511779785156,24.355661392211914,51.34744644165039,56.58826446533203,24.53170394897461
66.85453796386719,211.48512268066406,98.65406036376953,136.6669921875,24.506118774414062,51.72597885131836,57.18799591064453,24.595590591430664
66.80728149414062,213.5692138671875,99.4129409790039,137.25112915039062,24.87879180908203,52.239742279052734,57.63165283203125,24.787248611450195
66.5506591796875,213.48712158203125,98.645751953125,137.2587890625,25.084806442260742,52.329864501953125,57.6234016418457,24.763288497924805
66.44937133789062,213.87278747558594,98.66241455078125,137.11277770996094,25.1866455078125,52.456050872802734,57.71378707885742,24.7073917388916
66.96932983398438,214.39788818359375,99.071044921875,137.44332885742188,24.9991512298584,52.29380798339844,57.418025970458984,24.63551902770996
66.75999450683594,215.41534423828125,99.55473327636719,139.11888122558594,24.982959747314453,52.54616928100586,57.508419036865234,24.715375900268555
66.85453796386719,216.7363739013672,99.67147064208984,138.55776977539062,25.040821075439453,52.221702575683594,57.37696075439453,24.6514949798584
66.59117889404297,218.66456604003906,98.83753967285156,138.78067016601562,25.341739654541016,52.383941650390625,57.7795295715332,24.90703010559082
67.17194366455078,210.6809844970703,98.35385131835938,137.7738037109375,25.31859016418457,52.093727111816406,57.36051940917969,24.851131439208984
67.72567749023438,209.75384521484375,97.65335083007812,139.11178588867188,25.28155517578125,52.202552795410156,57.36051940917969,24.53170394897461
67.75942993164062,209.57334899902344,97.67837524414062,138.57815551757812,25.249147415161133,52.238834381103516,57.61519241333008,24.340049743652344
67.48255920410156,208.5066680908203,95.91044616699219,138.9107208251953,25.31396484375,52.25697326660156,57.7302131652832,24.371992111206055
67.61088562011719,208.5723419189453,96.25236511230469,138.49307250976562,25.117212295532227,52.30231475830078,57.508419036865234,24.459836959838867
67.793212890625,204.92105102539062,96.06055450439453,139.03443908691406,25.195907592773438,52.50183868408203,57.49197006225586,24.739334106445312
67.61763000488281,203.5836181640625,95.79369354248047,138.75604248046875,25.006105422973633,52.55625915527344,57.426239013671875,24.8032169342041
67.42179107666016,203.9200439453125,96.26070404052734,138.88751220703125,24.89962387084961,52.755775451660156,57.36051940917969,24.986886978149414
66.92208099365234,200.56422424316406,95.43510437011719,138.75604248046875,24.753793716430664,52.628807067871094,57.303016662597656,25.034799575805664
67.7054214477539,200.4493408203125,96.2440185546875,139.59901428222656,24.72601318359375,52.69229507446289,57.49197006225586,25.218469619750977
67.50956726074219,197.8058319091797,96.94994354248047,139.3282928466797,24.536209106445312,52.50183868408203,56.941532135009766,25.1865234375
67.48255920410156,200.7136688232422,97.20209503173828,138.62457275390625,24.55935287475586,52.111854553222656,57.13050079345703,25.10666847229004
67.94853210449219,201.24237060546875,96.98358154296875,139.19686889648438,24.705184936523438,52.229766845703125,57.261924743652344,25.218469619750977
68.72511291503906,201.0028533935547,97.344970703125,139.83872985839844,24.936655044555664,52.30231475830078,57.24551773071289,25.418109893798828
69.12355041503906,200.7384490966797,98.53833770751953,139.56809997558594,24.929710388183594,52.247901916503906,57.33586883544922,25.450048446655273
68.94121551513672,199.39190673828125,98.26101684570312,139.01895141601562,25.082487106323242,52.293251037597656,57.08941650390625,25.386167526245117
68.42123413085938,199.6067657470703,97.63070678710938,139.28965759277344,24.425098419189453,52.084651947021484,56.67864227294922,25.130624771118164
65.86860656738281,196.55850219726562,96.29442596435547,135.8402862548828,23.871875762939453,50.978214263916016,54.772647857666016,24.63551902770996
67.96204376220703,197.2688751220703,97.44580841064453,137.74288940429688,24.406585693359375,51.74002456665039,55.816009521484375,25.10666847229004
66.80728149414062,196.1206817626953,96.4205093383789,136.17286682128906,24.98758316040039,51.26842498779297,55.4134521484375,24.8032169342041
66.59793090820312,196.1206817626953,96.79867553710938,135.8248291015625,25.87181282043457,51.0235481262207,55.692787170410156,24.755308151245117
67.36104583740234,197.50843811035156,97.60549926757812,136.5749969482422,26.75140953063965,51.86698532104492,56.86760330200195,25.002859115600586
66.74649047851562,196.15365600585938,96.88274383544922,135.3917236328125,26.6009521484375,51.921409606933594,56.98262405395508,24.627532958984375
66.73298645019531,198.98716735839844,96.82390594482422,136.67559814453125,26.29077911376953,51.631202697753906,57.13050079345703,24.771276473999023
66.99634552001953,198.65672302246094,97.86601257324219,137.3561553955078,26.288463592529297,51.52236557006836,56.83473587036133,24.83515739440918
67.96880340576172,201.41583251953125,98.2694091796875,138.89520263671875,26.28383445739746,52.38393783569336,57.146915435791016,25.04277992248535
68.69136047363281,203.72891235351562,98.63079833984375,139.09632873535156,26.531517028808594,52.438358306884766,57.31123352050781,25.282352447509766
68.56305694580078,203.0845489501953,98.47111511230469,137.19375610351562,26.089399337768555,52.084651947021484,56.6704216003418,25.026813507080078
67.6419677734375,202.8284454345703,97.93324279785156,136.08004760742188,26.12874412536621,51.60398483276367,56.21034240722656,24.811199188232422
67.77159118652344,203.0432586669922,98.2273941040039,136.35076904296875,26.177356719970703,52.55625915527344,57.056549072265625,25.138614654541016
67.8261947631836,203.0101318359375,96.79867553710938,137.3484649658203,26.37642478942871,52.628807067871094,57.2947883605957,25.154582977294922
66.71404266357422,200.19320678710938,96.47093200683594,135.6314697265625,25.966716766357422,52.05744552612305,57.37696075439453,25.066740036010742
66.33197021484375,198.02891540527344,96.94994354248047,136.29661560058594,26.16810417175293,52.238834381103516,57.65627670288086,25.330265045166016
66.46842956542969,198.7393035888672,96.34486389160156,135.3762664794922,26.045419692993164,52.07558059692383,57.22906494140625,25.362470626831055
65.56780242919922,195.8645477294922,95.38677978515625,132.77764892578125,26.156524658203125,51.91233825683594,57.17155075073242,25.241697311401367
65.28126525878906,195.45150756835938,95.31117248535156,133.32675170898438,26.16810417175293,52.27509689331055,58.0013313293457,25.434934616088867
65.25396728515625,193.8985137939453,95.7397689819336,132.7467041015625,26.36254119873047,52.36580276489258,58.29708480834961,25.346370697021484
65.51322937011719,192.91543579101562,95.34477233886719,132.5069122314453,26.401887893676758,52.42021560668945,58.22315979003906,25.338314056396484
65.67015838623047,192.71714782714844,96.4036865234375,132.35995483398438,26.86252212524414,52.637874603271484,57.45089340209961,25.338314056396484
65.17207336425781,191.5276641845703,95.53809356689453,131.2307891845703,26.92038917541504,51.86698532104492,56.48969268798828,24.99209976196289
65.56098937988281,191.73419189453125,96.4036865234375,131.2617645263672,27.161128997802734,51.7944450378418,56.243202209472656,24.42848777770996
65.63602447509766,192.4693603515625,96.99198913574219,131.4937744140625,27.07779312133789,51.62211227416992,55.676353454589844,24.29161262512207
65.38360595703125,192.1223907470703,95.88262939453125,131.7335662841797,27.228246688842773,52.07558059692383,56.267860412597656,24.299663543701172
65.1652603149414,192.28762817382812,94.47076416015625,131.64071655273438,27.209732055664062,51.894195556640625,56.21034240722656,24.33186912536621
65.88166046142578,192.30410766601562,93.49588775634766,131.43966674804688,27.191211700439453,52.293251037597656,56.892242431640625,24.509002685546875
65.48590850830078,191.92416381835938,93.50426483154297,131.4087371826172,27.110197067260742,52.17533874511719,57.08941650390625,24.436542510986328
65.20619201660156,191.51113891601562,92.92439270019531,131.3700714111328,27.096311569213867,51.921409606933594,57.303016662597656,24.283559799194336
65.71109008789062,190.4289093017578,95.74817657470703,131.09161376953125,26.989831924438477,54.10709762573242,57.4837532043457,24.2755069732666
66.12046813964844,191.78369140625,95.44564056396484,132.46055603027344,27.23287582397461,55.32236862182617,58.888580322265625,24.525108337402344
65.89530181884766,205.9097137451172,94.73127746582031,128.5625762939453,27.371763229370117,55.31330490112305,58.4942626953125,24.42848777770996
65.53370666503906,206.59542846679688,94.2186279296875,128.77911376953125,26.75604248046875,54.98681640625,58.91326141357422,24.59756851196289
65.34947967529297,205.3066864013672,94.19342041015625,128.19908142089844,26.49911117553711,54.506134033203125,58.10813522338867,24.460693359375
65.71109008789062,204.86891174316406,94.21022033691406,128.20681762695312,26.32318878173828,54.29754638671875,58.165626525878906,24.629777908325195
65.79978942871094,203.5305938720703,94.60520935058594,127.8433609008789,26.281524658203125,54.342899322509766,58.20672607421875,24.70224380493164
65.55416870117188,202.3740692138672,94.33627319335938,127.03125,25.8070011138916,54.23406219482422,57.04833984375,24.54120635986328
65.53370666503906,202.48146057128906,94.4539566040039,128.1758575439453,25.830148696899414,53.89849853515625,56.55540466308594,24.468748092651367
65.65650939941406,197.18629455566406,93.89086151123047,129.02664184570312,25.553279876708984,53.698978424072266,56.191280364990234,24.412382125854492
65.151611328125,195.18716430664062,93.31938171386719,128.7559356689453,25.322940826416016,53.245513916015625,55.943016052246094,24.30771827697754
66.40703582763672,197.6571044921875,94.81531524658203,131.27723693847656,25.68822479248047,54.79634475708008,57.10987854003906,24.911584854125977
66.76863098144531,197.59104919433594,95.8994369506836,132.27488708496094,25.839452743530273,54.84170150756836,57.78847122192383,24.95989227294922
64.37380981445312,209.37933349609375,96.630615234375,131.7799530029297,25.797574996948242,54.56962203979492,57.7553596496582,25.249744415283203
61.74699783325195,212.5266571044922,96.23561096191406,134.78848266601562,25.078651428222656,53.23644256591797,57.21746063232422,24.95989227294922
60.689456939697266,214.09622192382812,95.99187469482422,135.4071807861328,25.22755241394043,53.52666473388672,57.805015563964844,25.249744415283203
59.58415222167969,220.7626953125,99.05098724365234,133.72891235351562,24.594711303710938,52.710426330566406,57.94571304321289,25.257801055908203
59.70014572143555,219.6805877685547,99.4375991821289,134.75755310058594,24.920442581176758,53.751304626464844,58.781558990478516,25.523502349853516
59.9866943359375,217.5492706298828,100.185546875,133.8858184814453,25.590505599975586,54.463497161865234,58.9222297668457,25.4188289642334
60.90778732299805,217.49142456054688,100.38724517822266,134.47732543945312,25.58119773864746,55.36740493774414,59.65047073364258,24.194995880126953
60.784976959228516,217.33448791503906,100.84947967529297,134.625244140625,25.60679054260254,55.10261917114258,60.080806732177734,24.299663543701172
61.1465950012207,217.60711669921875,100.42926025390625,133.5043487548828,25.995342254638672,55.56828689575195,60.97458267211914,24.194995880126953
61.405860900878906,218.63145446777344,100.5889663696289,133.80795288085938,26.011627197265625,55.80567932128906,61.57042694091797,24.0661678314209
60.648521423339844,218.41665649414062,100.9671401977539,134.07254028320312,25.879013061523438,55.14828109741211,61.289058685302734,23.92123794555664
60.921424865722656,219.6723175048828,101.40414428710938,135.0377960205078,26.009300231933594,55.266971588134766,61.59525680541992,24.22719955444336
61.56959533691406,219.6805877685547,102.37903594970703,134.2671661376953,25.958112716674805,55.34001922607422,61.67800521850586,24.09031867980957
61.81523132324219,221.7350616455078,102.20964050292969,134.47732543945312,25.932523727416992,55.77827835083008,61.57042694091797,24.017860412597656
60.23230743408203,220.6287384033203,101.01544952392578,133.6755828857422,25.71381950378418,55.02044677734375,61.18146514892578,24.009803771972656
59.88434982299805,221.5853271484375,100.337890625,134.36839294433594,25.474172592163086,54.052616119384766,58.26847457885742,23.711896896362305
60.09586715698242,222.60011291503906,100.1430892944336,134.21266174316406,25.56956672668457,54.098262786865234,58.524986267089844,23.55086898803711
59.88434982299805,222.02621459960938,101.03238677978516,133.58216857910156,25.385751724243164,54.983924865722656,58.35121536254883,23.776308059692383
60.16408920288086,221.25259399414062,100.99850463867188,133.7223663330078,25.58119773864746,54.737403869628906,59.06292724609375,23.615276336669922
61.31715774536133,221.56866455078125,101.56596374511719,137.03033447265625,25.832477569580078,56.0339241027832,59.74977111816406,24.11447525024414
60.989662170410156,215.63816833496094,102.01483917236328,136.89804077148438,26.086076736450195,55.70524215698242,59.691864013671875,24.11447525024414
61.56959533691406,215.87100219726562,102.70085906982422,138.9295654296875,26.51184844970703,56.58176803588867,59.57599639892578,24.20304298400879
61.9653205871582,210.53102111816406,103.1073989868164,139.8246307373047,26.360618591308594,56.76436996459961,59.36083984375,24.29161262512207
62.79091262817383,209.3498992919922,103.90355682373047,139.19419860839844,26.800350189208984,57.50394058227539,60.57735061645508,24.629777908325195
61.89712142944336,209.85726928710938,104.0390396118164,137.45843505859375,26.800350189208984,57.23003005981445,59.9980354309082,24.525108337402344
61.337646484375,208.48484802246094,103.63250732421875,137.0070037841797,26.946922302246094,57.13873291015625,60.784217834472656,24.6619873046875
62.299659729003906,208.01075744628906,104.3778076171875,138.12005615234375,26.98182487487793,56.8830680847168,60.32080841064453,24.629777908325195
62.40199661254883,209.7574920654297,104.16606903076172,138.67271423339844,27.13770866394043,58.08831024169922,60.883541107177734,24.758602142333984
62.59523010253906,211.04672241210938,104.45406341552734,139.05409240722656,27.2098331451416,58.01525115966797,61.27248764038086,24.60562515258789
63.01622009277344,210.04026794433594,104.32701873779297,138.88279724121094,27.23543357849121,58.01525115966797,61.38007354736328,24.492900848388672
63.22325134277344,210.27317810058594,104.78435516357422,139.48219299316406,27.0562801361084,58.02437973022461,61.404911041259766,24.525108337402344
63.202545166015625,207.6031494140625,104.29310607910156,139.1319122314453,27.109790802001953,57.7413330078125,61.55386734008789,24.581472396850586
63.030025482177734,208.65953063964844,104.23384857177734,139.2642822265625,27.281963348388672,57.777862548828125,61.95938491821289,24.70224380493164
62.760860443115234,207.59486389160156,103.90355682373047,138.61045837402344,27.165624618530273,57.51307678222656,61.28076934814453,24.492900848388672
63.306068420410156,208.43499755859375,103.99668884277344,138.86727905273438,27.158653259277344,57.43090057373047,61.3635139465332,24.525108337402344
63.14043045043945,207.89431762695312,103.0904541015625,138.99183654785156,26.946922302246094,56.73697280883789,60.38699722290039,24.33186912536621
62.961021423339844,210.69735717773438,101.31187438964844,138.5870819091797,27.023706436157227,57.13873291015625,60.89183044433594,24.589521408081055
62.4019889831543,211.26300048828125,101.19330596923828,138.79725646972656,26.99345588684082,56.8830680847168,60.81734085083008,24.44334602355957
62.89198303222656,212.918212890625,101.37960815429688,138.3224334716797,27.13072967529297,56.8830680847168,60.34561538696289,24.500192642211914
63.381980895996094,214.4736328125,102.27738952636719,138.72718811035156,27.433191299438477,57.376121520996094,61.3635139465332,24.548913955688477
63.01622009277344,214.44033813476562,101.9979019165039,137.97998046875,27.684465408325195,57.19350814819336,61.52077102661133,24.508312225341797
62.47101593017578,213.07627868652344,101.84542846679688,137.44287109375,27.712387084960938,57.175235748291016,61.73594284057617,24.670726776123047
62.415802001953125,212.21119689941406,102.37903594970703,138.4625701904297,27.861291885375977,57.6956787109375,62.23246383666992,24.48394775390625
62.464115142822266,210.12347412109375,103.41230773925781,138.1122589111328,27.744958877563477,57.16611099243164,61.94281005859375,24.394624710083008
62.38818359375,211.7121124267578,102.90414428710938,138.07333374023438,27.696096420288086,57.248291015625,62.06694793701172,24.41898536682129
63.7408561706543,211.37109375,103.96281433105469,137.97216796875,27.91945457458496,57.09307098388672,61.64487838745117,24.354019165039062
64.52069854736328,211.32955932617188,103.92894744873047,138.9295654296875,27.917125701904297,57.065673828125,61.55386734008789,24.386503219604492
64.7691650390625,213.7915802001953,103.48004913330078,139.0774688720703,27.868268966674805,56.8830680847168,61.140098571777344,24.345903396606445
65.26603698730469,214.3738250732422,103.54782104492188,138.9295654296875,27.91945457458496,57.284812927246094,61.86006546020508,24.44334602355957
65.3971939086914,214.1658935546875,102.80248260498047,138.94508361816406,27.938064575195312,57.48568344116211,62.671058654785156,24.581398010253906
66.10111999511719,210.3647003173828,102.52301788330078,136.96807861328125,27.9124755859375,57.99699401855469,63.78825759887695,24.849384307861328
66.52210235595703,208.77597045898438,103.14974975585938,137.5596160888672,28.356857299804688,58.14308547973633,65.02959442138672,24.930587768554688
66.50140380859375,212.07814025878906,103.22595977783203,137.62965393066406,28.370820999145508,58.681785583496094,65.59233856201172,24.963069915771484
66.47376251220703,210.85540771484375,104.05597686767578,138.14341735839844,28.373146057128906,60.06050491333008,64.9843978881836,25.157970428466797
